id,status_group
68242,non functional
23834,non functional
39627,functional
8242,non functional
62539,functional
73653,non functional
14020,non functional
8593,non functional
7390,non functional
22474,functional
50393,functional
39703,functional
4438,functional
17609,functional
45128,functional
14087,non functional
39474,functional
62229,functional needs repair
44087,non functional
286,non functional
2164,non functional
69459,non functional
41502,functional
46524,non functional
19325,non functional
37734,functional
30379,non functional
32677,functional
31657,functional
33367,functional
35200,non functional
29344,functional
8439,functional
6882,functional
42207,non functional
34461,functional
30523,non functional
72810,functional
18799,functional
67318,non functional
11056,non functional
37231,functional
39073,non functional
33085,non functional
25982,non functional
17002,functional
35301,non functional
70473,functional
38110,functional
71769,non functional
5267,functional
58173,functional
13385,non functional
12010,non functional
41938,non functional
54865,functional
63415,non functional
69054,functional
46783,non functional
46862,non functional
64826,non functional
59631,functional
49729,functional
60151,non functional
60623,functional
51727,functional
55659,functional
48763,non functional
49589,functional
71439,functional
34268,non functional
31396,functional
63875,functional
38514,functional
38648,non functional
36619,non functional
42178,functional
8051,functional
64033,functional
72127,non functional
14191,non functional
36627,non functional
67594,non functional
66552,non functional
70176,functional
28737,non functional
3066,non functional
10261,functional
51787,functional
6270,functional
37622,functional
39054,functional
28677,functional
7581,functional
59323,non functional
46284,non functional
54745,functional
71266,non functional
3483,functional
12242,functional
15831,functional
16239,functional
17052,non functional
61988,non functional
61636,functional
51255,non functional
49512,functional
20756,non functional
70768,functional
30311,non functional
28248,functional needs repair
43017,functional
13354,functional
38256,functional
26485,functional
898,functional
65448,non functional
4944,functional
16145,functional
18307,functional
58292,non functional
57186,non functional
64776,functional
35026,functional
18362,non functional
17334,non functional
31631,functional
33695,functional
67304,functional
72293,non functional
68064,functional needs repair
42093,functional
2195,non functional
18441,functional
21188,non functional
67228,functional
58228,functional
14791,functional
6393,functional
44053,non functional
30939,functional
45825,functional
8335,functional
9879,functional
30300,non functional
22790,functional
18402,functional
16545,non functional
10738,non functional
52053,non functional
2929,non functional
64731,functional
26920,functional
69277,functional
10892,functional
58451,functional
11398,functional
14890,non functional
47652,non functional
23728,non functional
21114,functional
5647,non functional
14,non functional
11193,functional
40249,functional
38351,functional
9316,functional
60929,functional
8149,functional
43121,functional
28726,functional
65299,functional
52819,functional
58190,functional
29780,functional
54768,functional
48105,functional needs repair
68955,non functional
60901,non functional
13134,functional
13437,functional
4627,functional
14843,non functional
32493,functional
41206,functional
22111,functional
49124,functional
63355,functional
40608,non functional
52188,functional
2286,non functional
28381,non functional
46426,functional
7643,functional needs repair
29385,non functional
5092,functional
49990,non functional
21923,functional
24705,functional
17190,functional
69070,functional
55785,non functional
11241,functional
72721,functional
5453,non functional
72919,functional
16165,functional
14021,non functional
66787,functional
28941,functional needs repair
45127,non functional
29204,functional
40049,functional
5604,functional
45864,non functional
66649,functional
53490,non functional
40759,non functional
49462,functional
56164,functional
60538,functional
54403,functional
60683,functional
15314,functional
61870,non functional
11937,functional
4195,non functional
30705,functional
4216,non functional
3858,non functional
46111,non functional
39409,non functional
12892,functional
70642,non functional
945,non functional
71295,functional
72251,functional needs repair
2925,functional
65804,non functional
26909,non functional
53362,functional
15485,non functional
34358,non functional
29170,functional
34990,non functional
69658,non functional
